word;happiness_rank;happiness_average;happiness_standard_deviation;twitter_rank;google_rank;nyt_rank;lyrics_rank
hill;2704;5.98;13.923;1547;1287;883;1114
http;2705;5.98;12.534;--;4268;--;--
identity;2706;5.98;11.156;3437;1569;3481;--
informal;2707;5.98;14.497;--;4977;--;--
ireland;2708;5.98;13.626;4067;2192;3074;--
java;2709;5.98;15.583;4683;--;--;--
july;2710;5.98;16.962;4224;890;248;3741
keys;2711;5.98;12.036;2120;--;--;1577
lego;2712;5.98;12.696;4949;--;--;--
lessons;2713;5.98;13.775;2860;4002;3955;3364
looks;2714;5.98;13.775;299;2053;1728;650
macbook;2715;5.98;15.185;1922;--;--;--
mcdonalds;2716;5.98;23.342;3831;--;--;--
meets;2717;5.98;10.971;3882;--;3296;3125
messages;2718;5.98;0.9366;2447;4203;3880;--
national;2719;5.98;11.516;1113;257;135;--
netherlands;2720;5.98;13.323;--;4950;4722;--
nintendo;2721;5.98;17.319;3817;--;--;--
normal;2722;5.98;10.784;1467;655;2435;3062
nyc;2723;5.98;15.842;1249;--;922;--
organization;2724;5.98;11.337;--;710;758;--
originally;2725;5.98;11.337;--;2364;3164;--
ours;2726;5.98;14.356;4724;--;--;2400
ourselves;2727;5.98;13.323;3933;1736;3617;1580
pairs;2728;5.98;11.692;--;4500;--;--
pic;2729;5.98;11.692;629;--;--;--
planned;2730;5.98;12.696;2713;2870;1022;2298
pop;2731;5.98;12.370;1245;--;1386;712
prose;2732;5.98;15.050;--;4610;--;--
recordings;2733;5.98;12.370;--;--;3342;--
represented;2734;5.98;11.692;--;1274;1922;--
robin;2735;5.98;12.204;3542;--;2653;3929
schools;2736;5.98;14.356;2593;742;680;--
singapore;2737;5.98;17.899;4672;--;--;--
sounds;2738;5.98;12.036;398;2664;2774;1005
specialized;2739;5.98;13.323;--;4964;--;--
store;2740;5.98;0.9792;654;2151;1145;1350
sweater;2741;5.98;14.776;4275;--;--;--
tonight's;2742;5.98;14.068;--;--;--;--
train;2743;5.98;14.913;950;2033;1751;635
triple;2744;5.98;11.337;4713;--;--;3307
wing;2745;5.98;11.516;4892;3399;3603;3047
faire;2746;5.98;15.068;--;--;--;3849
lasts;2747;5.98;17.617;--;--;--;3181
nana;2748;5.98;17.617;--;--;--;3914
precisely;2749;5.98;12.827;--;2518;--;--
probable;2750;5.98;13.306;--;3001;--;--
refer;2751;5.98;11.085;--;2257;--;--
spoon;2752;5.98;15.477;--;--;--;4277
similarly;2753;5.98;10.816;--;2136;--;--
glimpse;2754;5.98;11.701;--;--;--;4445
souls;2755;5.98;17.130;--;3582;--;1144
above;2756;5.96;0.9026;2102;256;941;493
academic;2757;5.96;15.644;--;2112;2893;--
allowed;2758;5.96;17.375;2340;974;1162;3618
assistance;2759;5.96;14.280;--;1703;2656;--
authorized;2760;5.96;15.513;--;4748;--;--
bacon;2761;5.96;20.698;2006;--;--;--
bay;2762;5.96;14.978;1686;2241;1272;2066
bf;2763;5.96;16.283;2765;--;--;--
body;2764;5.96;10.294;450;262;1207;323
collected;2765;5.96;11.599;--;2187;4314;--
convinced;2766;5.96;0.9681;4487;3015;3821;4516
destined;2767;5.96;14.563;--;--;--;4548
discuss;2768;5.96;12.282;3307;2321;2047;--
driven;2769;5.96;12.771;--;2396;3904;3305
everyone's;2770;5.96;12.610;--;--;--;--
everything;2771;5.96;12.930;386;803;964;161
fav;2772;5.96;19.479;1431;--;--;--
features;2773;5.96;12.115;2887;1149;2733;--
flickr;2774;5.96;11.945;3524;--;--;--
french;2775;5.96;15.381;1348;460;826;3099
gig;2776;5.96;13.991;2700;--;--;--
gracias;2777;5.96;15.381;4196;--;--;--
gym;2778;5.96;15.113;942;--;--;--
head;2779;5.96;10.683;330;300;568;158
heels;2780;5.96;11.241;3450;--;--;2624
hundreds;2781;5.96;16.655;3777;3366;1783;--
including;2782;5.96;0.9026;2028;506;282;--
islanders;2783;5.96;12.930;--;--;4654;--
jeep;2784;5.96;17.375;--;--;--;4418
job;2785;5.96;17.257;339;912;522;922
largely;2786;5.96;10.294;--;1476;2039;--
made;2787;5.96;10.683;193;87;100;176
mambo;2788;5.96;17.257;--;--;--;3711
match;2789;5.96;0.9889;1665;3540;1673;2203
memoir;2790;5.96;12.447;--;--;3737;--
mighty;2791;5.96;13.087;2710;4242;--;1312
mmmmm;2792;5.96;18.622;4608;--;--;--
net;2793;5.96;10.294;1763;1700;477;2824
netflix;2794;5.96;18.731;4070;--;--;--
players;2795;5.96;16.157;2217;4284;743;3204
potentially;2796;5.96;15.113;--;--;4783;--
presently;2797;5.96;12.610;--;4327;--;--
proof;2798;5.96;10.683;2962;1973;4903;2069
reaches;2799;5.96;13.696;--;4344;--;--
reflecting;2800;5.96;12.282;--;--;4661;--
related;2801;5.96;12.610;2468;670;1084;--
releases;2802;5.96;14.702;4140;--;--;--
reveal;2803;5.96;13.547;--;3515;--;3015
reveals;2804;5.96;14.702;--;4204;--;--
rocks;2805;5.96;14.841;1730;2637;--;1259
roommate;2806;5.96;15.513;4976;--;--;--
season;2807;5.96;11.421;544;2102;360;1975
selection;2808;5.96;12.930;4627;1764;3054;--
ship;2809;5.96;12.282;1807;1436;3096;1489
ships;2810;5.96;10.093;--;2004;4621;3453
similar;2811;5.96;10.872;2920;440;1077;--
space;2812;5.96;10.093;571;614;724;740
stadium;2813;5.96;15.774;4613;--;2187;--
starts;2814;5.96;11.945;1061;4745;2341;959
taught;2815;5.96;14.563;3674;1831;2286;1281
world's;2816;5.96;13.395;--;4005;--;--
writer;2817;5.96;15.381;1859;1721;232;--
yep;2818;5.96;16.655;1351;--;--;4462
justify;2819;5.96;13.379;--;4334;--;3844
pupil;2820;5.96;13.838;--;4447;--;--
spreading;2821;5.96;13.064;--;--;--;3956
wales;2822;5.96;14.994;--;4131;--;--
whoo;2823;5.96;16.951;--;--;--;2463
deeds;2824;5.96;13.202;--;4991;--;4797
exhibit;2825;5.96;12.541;--;3770;--;--
fiddle;2826;5.96;17.254;--;--;--;4801
exceed;2827;5.96;15.174;--;4839;--;--
3d;2828;5.94;16.088;--;--;--;--
alternative;2829;5.94;13.911;3603;1714;2322;--
approach;2830;5.94;11.678;4478;622;1451;4601
awe;2831;5.94;20.938;4655;--;--;--
ballet;2832;5.94;15.832;--;--;1725;--
begins;2833;5.94;11.502;2330;2091;1831;1513
building;2834;5.94;11.141;650;640;433;1793
business;2835;5.94;14.626;416;339;97;1134
carpet;2836;5.94;11.502;2891;--;--;3921
chick;2837;5.94;16.464;1593;--;--;1444
choose;2838;5.94;11.851;1522;1900;2418;868
consent;2839;5.94;12.191;--;2862;--;--
continental;2840;5.94;11.141;--;4689;4181;--
correspondence;2841;5.94;13.157;--;3136;--;--
custom;2842;5.94;0.9127;1696;2808;--;--
decided;2843;5.94;13.911;1089;1162;1100;2565
diary;2844;5.94;11.502;--;4940;2518;--
echo;2845;5.94;12.357;--;--;--;2374
elevation;2846;5.94;15.174;--;4795;--;--
european;2847;5.94;11.678;4005;841;868;--
exports;2848;5.94;12.191;--;3718;3882;--
finds;2849;5.94;12.521;2627;2426;3254;2958
forum;2850;5.94;12.521;2496;--;3099;--
framework;2851;5.94;10.577;--;2509;--;--
frank;2852;5.94;13.001;3134;2511;655;3972
gather;2853;5.94;10.768;--;--;--;2098
germany;2854;5.94;15.703;3361;1076;1098;--
image;2855;5.94;16.587;2108;995;1723;2366
impression;2856;5.94;10.768;--;2360;4505;--
include;2857;5.94;12.022;3228;750;443;--
inherent;2858;5.94;13.763;--;4249;--;--
intention;2859;5.94;12.843;--;2546;--;--
investor;2860;5.94;13.001;--;--;3470;--
jet;2861;5.94;16.340;2928;--;4193;2776
joyce;2862;5.94;15.174;--;--;2650;--
kings;2863;5.94;15.308;2960;2949;3735;1820
knew;2864;5.94;13.001;745;512;844;289
larger;2865;5.94;15.308;--;897;1740;--
letter;2866;5.94;10.956;1198;519;984;1194
listen;2867;5.94;14.344;539;2833;3893;361
looking;2868;5.94;0.9775;215;777;772;294
mba;2869;5.94;18.340;--;--;2498;--
member;2870;5.94;11.141;2164;797;269;--
men;2871;5.94;13.911;608;131;496;521
movement;2872;5.94;0.9348;3350;555;1428;3889
nation's;2873;5.94;15.440;--;--;--;--
obama;2874;5.94;21.610;488;--;--;--
ok;2875;5.94;17.310;221;--;--;750
oooh;2876;5.94;17.192;2857;--;--;906
option;2877;5.94;13.911;1473;3429;2526;--
phoenix;2878;5.94;16.088;3284;--;3158;--
player;2879;5.94;16.214;1505;4963;1062;2041
portfolio;2880;5.94;14.344;--;--;4653;--
preparations;2881;5.94;14.057;--;4525;--;--
presidential;2882;5.94;15.174;--;4939;1261;--
prom;2883;5.94;13.763;4876;--;--;--
proper;2884;5.94;13.911;2979;932;3883;3696
pulse;2885;5.94;13.311;--;4070;3699;4579
reality;2886;5.94;16.464;1619;1095;2223;1072
regularly;2887;5.94;0.8668;--;3811;4075;--
reservations;2888;5.94;14.626;--;--;3186;--
salmon;2889;5.94;17.072;--;--;4856;--
scene;2890;5.94;13.311;1609;1364;1315;934
societies;2891;5.94;13.614;--;2283;--;--
submitted;2892;5.94;13.001;--;3822;--;--
substantial;2893;5.94;10.956;--;2418;3214;--
swift;2894;5.94;12.683;1100;--;--;3828
technique;2895;5.94;0.9982;--;1830;4721;--
thnx;2896;5.94;16.088;--;--;--;--
thx;2897;5.94;15.174;1320;--;--;--
tide;2898;5.94;12.357;--;4789;--;1787
trends;2899;5.94;12.843;4336;3807;3607;--
visual;2900;5.94;16.832;--;2301;4379;--
wallet;2901;5.94;10.577;4862;--;--;--
wear;2902;5.94;13.911;846;3010;2717;773
formation;2903;5.94;12.521;--;1205;--;--
cloth;2904;5.94;11.256;--;3005;--;--
delicate;2905;5.94;15.331;--;4111;--;--
echoes;2906;5.94;13.135;--;--;--;3083
geography;2907;5.94;14.202;--;4920;--;--
processing;2908;5.94;14.055;--;2362;--;--
swinging;2909;5.94;14.055;--;--;--;3244
1970's;2910;5.92;16.517;--;--;--;--
aides;2911;5.92;13.827;--;--;2670;--
bank;2912;5.92;16.268;1186;814;379;1818
banks;2913;5.92;12.428;3085;1752;1138;3155
beer;2914;5.92;23.891;839;4924;3960;1413
boobs;2915;5.92;21.366;4617;--;--;--
capital;2916;5.92;12.428;3384;641;799;--
chapters;2917;5.92;11.753;--;2574;--;--
chicks;2918;5.92;18.499;3044;--;--;1845
chiefs;2919;5.92;13.974;--;4752;--;--
christianity;2920;5.92;22.663;--;2554;--;--
citizen;2921;5.92;13.827;--;3541;4066;--
collections;2922;5.92;16.517;--;4784;4538;--
conclude;2923;5.92;13.827;--;3823;--;--
constant;2924;5.92;11.400;--;997;4670;3194
covered;2925;5.92;10.069;2337;1260;2314;1926
devices;2926;5.92;11.753;--;2918;3720;--
diagram;2927;5.92;12.095;--;3490;--;--
directors;2928;5.92;13.827;--;3855;1203;--
doubtless;2929;5.92;15.365;--;4612;--;--
equity;2930;5.92;16.762;--;4205;2388;--
fields;2931;5.92;12.428;--;1448;2880;1757
florence;2932;5.92;18.609;--;--;2652;--
forecast;2933;5.92;11.220;3651;--;--;--
get;2934;5.92;10.850;35;213;134;35
group;2935;5.92;12.095;757;234;179;3079
guy;2936;5.92;13.377;347;4495;1640;666
hah;2937;5.92;16.640;2566;--;--;2640
harvard;2938;5.92;17.825;--;3438;1133;--
historic;2939;5.92;15.758;--;4584;2428;--
i;2940;5.92;13.377;2;18;35;2
laboratory;2941;5.92;17.124;--;2390;3349;--
linux;2942;5.92;15.628;3870;--;--;--
opens;2943;5.92;12.752;2997;--;2872;4058
orlando;2944;5.92;14.119;3093;--;4425;--
pants;2945;5.92;11.400;1420;--;--;1650
patterns;2946;5.92;10.660;--;1555;4319;--
private;2947;5.92;13.529;1953;584;391;2331
publishing;2948;5.92;11.753;--;3250;2434;--
raining;2949;5.92;21.650;2007;--;--;2333
residential;2950;5.92;14.405;--;--;3299;--
retirement;2951;5.92;21.174;--;4785;1376;--
runnin;2952;5.92;14.546;--;--;--;1486
salon;2953;5.92;13.679;--;--;--;--
sends;2954;5.92;0.9223;4855;--;--;4315
shorts;2955;5.92;12.591;3599;--;--;--
shown;2956;5.92;10.660;--;454;1152;2681
skinny;2957;5.92;15.232;3032;--;--;3840
solid;2958;5.92;11.220;2651;1803;3511;2659
stoked;2959;5.92;17.004;3907;--;--;--
substantially;2960;5.92;13.068;--;4969;--;--
teen;2961;5.92;19.361;2220;--;--;--
theatrical;2962;5.92;12.752;--;--;4979;--
toyota;2963;5.92;14.824;4359;--;--;--
translated;2964;5.92;10.850;--;2937;4565;--
tribe;2965;5.92;13.679;--;4175;--;--
umbrella;2966;5.92;12.911;4219;--;--;--
vienna;2967;5.92;17.710;--;--;4760;--
views;2968;5.92;10.069;3476;1354;2061;--
viva;2969;5.92;17.124;--;--;--;4109
washed;2970;5.92;15.497;4729;--;--;2279
wholly;2971;5.92;11.400;--;2827;--;--
alternatives;2972;5.92;14.696;--;4929;--;--
applies;2973;5.92;13.360;--;3899;--;--
generated;2974;5.92;12.884;--;3165;--;--
merchant;2975;5.92;11.518;--;3973;--;--
missionary;2976;5.92;19.022;--;4472;--;--
vine;2977;5.92;12.721;--;--;--;4066
vive;2978;5.91;13.416;--;--;--;4815
add;2979;5.9;0.9742;758;1276;1595;2394
addition;2980;5.9;12.976;--;694;682;--
alike;2981;5.9;15.152;--;3630;--;--
attributed;2982;5.9;14.321;--;3578;3315;--
blu-ray;2983;5.9;13.887;--;--;--;--
both;2984;5.9;10.351;476;117;154;550
brought;2985;5.9;13.286;1438;426;909;903
buyers;2986;5.9;11.650;--;--;3418;--
chillin;2987;5.9;16.933;1350;--;--;3624
co-op;2988;5.9;13.439;--;--;--;--
conception;2989;5.9;13.286;--;2344;--;--
conclusions;2990;5.9;12.164;--;2812;--;--
considered;2991;5.9;10.738;3689;485;1249;--
daughter-in-law;2992;5.9;15.551;--;--;--;--
diaries;2993;5.9;13.887;3701;--;--;--
dividend;2994;5.9;18.979;--;--;2699;--
doe;2995;5.9;16.444;4058;--;--;2048
establish;2996;5.9;15.152;--;1798;3150;--
exist;2997;5.9;16.812;3408;1355;4295;2336
existence;2998;5.9;12.495;--;843;4984;2990
expect;2999;5.9;0.9742;1611;1695;1339;1691
fact;3000;5.9;13.286;997;208;737;939
featured;3001;5.9;10.738;2778;--;4549;--
feel;3002;5.9;11.294;140;607;610;71
gin;3003;5.9;18.098;--;--;--;2876
grew;3004;5.9;13.286;4178;2000;1969;1676
hand;3005;5.9;10.738;475;209;912;201
hosting;3006;5.9;13.887;2486;--;--;--
legacy;3007;5.9;16.067;--;--;2814;--
letters;3008;5.9;14.178;3459;884;1117;2136
lip;3009;5.9;10.738;3842;--;--;2513
lolz;3010;5.9;15.551;2918;--;--;--
magazine;3011;5.9;16.690;1743;2882;675;2953
majority;3012;5.9;11.112;4945;1171;1327;--
mall;3013;5.9;14.033;1509;--;4746;3066
man;3014;5.9;14.033;72;108;285;78
modest;3015;5.9;14.178;--;4962;3362;--
naked;3016;5.9;22.879;1317;4908;--;1343
neighbors;3017;5.9;15.940;3194;--;2764;3586
nokia;3018;5.9;13.740;3626;--;--;--
notebook;3019;5.9;13.887;4787;--;798;--
now;3020;5.9;13.740;39;92;91;34
pass;3021;5.9;14.321;968;1025;1509;557
peak;3022;5.9;15.940;--;3239;4983;4314
permit;3023;5.9;0.9742;--;2649;3678;--
personally;3024;5.9;10.738;3457;4157;4544;--
planes;3025;5.9;16.812;--;--;3386;4767
ratings;3026;5.9;12.657;--;--;3187;--
recording;3027;5.9;11.473;2854;3905;3510;--
replies;3028;5.9;0.953;4330;--;--;--
results;3029;5.9;13.740;1768;419;381;--
retail;3030;5.9;10.351;3375;--;2059;--
scenes;3031;5.9;12.164;3926;3506;3543;4083
scores;3032;5.9;11.294;4814;3518;3265;--
seattle;3033;5.9;12.657;2250;--;1932;--
settlement;3034;5.9;15.017;--;1979;1287;--
speak;3035;5.9;12.164;1188;905;1856;604
stanford;3036;5.9;17.642;--;--;3081;--
strategic;3037;5.9;14.743;--;3344;3356;--
symbols;3038;5.9;11.112;--;3639;--;--
talked;3039;5.9;12.657;2114;3067;3105;2249
thousand;3040;5.9;0.8631;3932;949;4842;739
twenty;3041;5.9;10.546;--;620;--;1579
winter;3042;5.9;21.783;785;1508;1459;1062
yeah;3043;5.9;11.473;192;--;--;64
angle;3044;5.9;13.578;--;2118;--;--
bun;3045;5.9;13.881;--;--;--;3399
displayed;3046;5.9;11.039;--;3897;--;--
dolly;3047;5.9;13.423;--;--;--;3803
illustrate;3048;5.9;14.895;--;3979;--;--
pockets;3049;5.9;14.178;--;--;--;2377
puppet;3050;5.9;17.588;--;--;--;4261
sensory;3051;5.9;13.423;--;4954;--;--
grande;3052;5.9;14.621;--;--;--;3571
mixture;3053;5.9;12.071;--;2744;--;--
myth;3054;5.9;14.178;--;4209;--;--
admiral;3055;5.89;14.024;--;4925;--;--
intensity;3056;5.89;13.061;--;2560;--;--
access;3057;5.88;12.558;2090;1311;1545;--
adobe;3058;5.88;12.395;3826;--;--;--
airport;3059;5.88;18.477;1133;--;1798;--
allied;3060;5.88;11.542;--;4154;4862;--
applications;3061;5.88;10.622;4676;2047;4376;--
architects;3062;5.88;13.797;--;--;4640;--
audio;3063;5.88;18.805;2384;--;--;--
austria;3064;5.88;12.879;--;4236;--;--
celeb;3065;5.88;14.658;4044;--;--;--
chosen;3066;5.88;11.183;--;1765;2725;2286
city's;3067;5.88;12.720;--;--;--;--
coordinator;3068;5.88;10.622;--;--;2661;--
cyber;3069;5.88;14.797;4614;--;--;--
deserves;3070;5.88;18.913;3609;--;4135;--
distinguish;3071;5.88;14.090;--;3363;--;--
drivin;3072;5.88;14.234;--;--;--;4522
entire;3073;5.88;11.183;1371;961;829;4638
evidently;3074;5.88;13.498;--;3221;--;--
expanded;3075;5.88;11.542;--;4134;2398;--
feedback;3076;5.88;0.9613;3503;4754;--;--
field;3077;5.88;11.891;1092;432;661;1960
flew;3078;5.88;15.990;--;--;--;2774
founder;3079;5.88;11.183;--;--;1617;--
hip;3080;5.88;13.797;2287;--;--;1211
includes;3081;5.88;15.205;4205;1688;789;--
keeps;3082;5.88;13.192;1239;4805;3168;602
leaders;3083;5.88;13.192;2876;1242;704;4323
lmaooo;3084;5.88;20.368;3236;--;--;--
mary;3085;5.88;14.090;2271;1333;617;1117
mood;3086;5.88;16.368;1156;3844;4071;1664
mrs;3087;5.88;14.090;3379;687;274;3680
october;3088;5.88;14.234;3547;1091;515;--
organism;3089;5.88;12.061;--;4536;--;--
outlook;3090;5.88;11.891;4960;--;4476;--
philharmonic;3091;5.88;15.732;--;--;4122;--
physical;3092;5.88;12.229;3607;596;2429;3221
poland;3093;5.88;13.346;--;4215;3738;--
primary;3094;5.88;11.183;--;916;1685;--
printed;3095;5.88;0.9613;--;1942;4649;--
privacy;3096;5.88;21.537;2732;--;4516;--
pro;3097;5.88;13.192;987;3087;273;3562
producer;3098;5.88;13.649;--;--;1450;--
railroad;3099;5.88;13.649;--;3011;4000;3594
researchers;3100;5.88;13.944;--;4382;2761;--
scout;3101;5.88;10.999;4721;--;--;--
sequence;3102;5.88;13.192;--;2077;--;--
sovereign;3103;5.88;13.801;--;3817;--;--
speaking;3104;5.88;11.183;1908;1371;2067;2263
sustained;3105;5.88;14.090;--;3784;--;--
town;3106;5.88;15.338;793;580;730;335
twilight;3107;5.88;19.128;794;--;--;2707
victoria;3108;5.88;12.395;4383;--;4040;--
weather;3109;5.88;15.205;513;2270;2070;1367
whole;3110;5.88;13.346;438;230;953;341
yeh;3111;5.88;15.602;4495;--;--;1992
pun;3112;5.88;17.159;--;--;--;4110
demonstration;3113;5.88;12.185;--;4670;--;--
misty;3114;5.88;18.779;--;--;--;4848
sovereignty;3115;5.88;17.516;--;4756;--;--
scripture;3116;5.88;17.336;--;4510;--;--
sleigh;3117;5.88;18.175;--;--;--;3621
flex;3118;5.87;11.575;--;--;--;3240
2morrow;3119;5.86;13.095;--;--;--;--
adopted;3120;5.86;16.538;--;1537;2835;--
aim;3121;5.86;11.068;2573;2547;--;2318
amounts;3122;5.86;12.124;--;2585;3601;--
applied;3123;5.86;12.938;--;835;2921;--
arrangement;3124;5.86;11.250;--;2355;4619;--
articles;3125;5.86;11.782;2764;1676;1800;--
balls;3126;5.86;12.124;2141;--;--;1937
barbie;3127;5.86;16.037;4356;--;--;--
bear;3128;5.86;18.518;1888;1443;2354;1330
boogie;3129;5.86;19.379;--;--;--;1687
bridge;3130;5.86;13.999;2819;2069;1128;759
brooks;3131;5.86;13.704;--;--;3587;--
brother-in-law;3132;5.86;15.254;--;--;--;--
chrome;3133;5.86;14.287;4060;--;--;2132
club;3134;5.86;16.414;599;2273;452;721
columbus;3135;5.86;13.250;--;--;2786;--
connect;3136;5.86;14.848;2724;--;--;3798
constitutional;3137;5.86;16.037;--;2520;2795;--
contemporary;3138;5.86;10.882;--;1794;2017;--
country's;3139;5.86;13.704;--;--;--;--
credit;3140;5.86;16.661;1220;1483;495;2846
credits;3141;5.86;13.403;--;--;2093;--
curve;3142;5.86;14.848;--;2156;--;--
diverse;3143;5.86;15.388;--;4421;--;--
dj;3144;5.86;14.984;1217;--;--;1020
effort;3145;5.86;16.289;2682;1077;841;--
engineering;3146;5.86;14.848;--;2240;2422;--
equipment;3147;5.86;0.9691;--;1452;1463;--
figures;3148;5.86;11.782;--;1158;879;3748
freeway;3149;5.86;15.388;--;--;--;3851
front-page;3150;5.86;10.882;--;--;--;--
frontier;3151;5.86;12.779;--;3695;--;--
hotter;3152;5.86;15.388;--;--;--;3170
household;3153;5.86;16.538;--;2423;--;--
integration;3154;5.86;17.498;--;2826;--;--
introduce;3155;5.86;0.9691;--;3904;4486;4753
japan's;3156;5.86;11.608;--;--;--;--
jennifer;3157;5.86;13.999;3936;--;1532;--
keep;3158;5.86;10.692;246;523;485;111
layout;3159;5.86;0.9037;--;--;--;--
lens;3160;5.86;14.984;--;4773;--;--
leo;3161;5.86;14.848;4601;--;3611;--
located;3162;5.86;13.554;--;1993;--;--
metro;3163;5.86;15.254;3472;--;1090;--
newman;3164;5.86;12.124;--;--;3945;--
nut;3165;5.86;14.984;4695;--;--;2932
nuts;3166;5.86;16.289;2417;--;--;2182
observations;3167;5.86;10.692;--;1958;--;--
obtain;3168;5.86;13.403;--;1418;4081;--
pc;3169;5.86;14.287;1206;--;--;--
position;3170;5.86;11.250;2836;348;784;2113
potter;3171;5.86;17.958;3584;--;--;--
president;3172;5.86;21.094;1180;578;63;2729
productions;3173;5.86;12.291;--;--;3620;--
property;3174;5.86;15.651;3462;582;1157;--
pumping;3175;5.86;13.704;--;--;--;4551
revelation;3176;5.86;14.848;--;4003;--;4813
road;3177;5.86;10.882;764;776;486;407
SAND;3178;5.86;15.780;4444;2538;4811;989
seat;3179;5.86;10.500;1327;2244;2318;1420
services;3180;5.86;15.780;1634;601;182;--
sound;3181;5.86;12.779;644;825;994;371
survival;3182;5.86;15.909;--;3121;4932;3819
teens;3183;5.86;15.520;4230;--;--;--
thursday;3184;5.86;11.068;1105;--;226;4755
trained;3185;5.86;14.984;--;3008;3884;--
variations;3186;5.86;11.954;--;2890;--;--
viewers;3187;5.86;12.779;--;--;3290;--
wrapped;3188;5.86;13.095;4085;--;--;1809
attitudes;3189;5.86;13.070;--;2349;--;--
autonomy;3190;5.86;15.943;--;4790;--;--
concentrated;3191;5.86;12.910;--;3593;--;--
deeper;3192;5.86;13.385;--;3713;--;1266
fifteen;3193;5.86;10.206;--;2408;--;3422
fourteen;3194;5.86;13.385;--;4302;--;--
gum;3195;5.86;13.844;--;--;--;4664
liquid;3196;5.86;11.726;--;2203;--;4094
organizational;3197;5.86;12.583;--;3501;--;--
output;3198;5.86;13.844;--;1351;--;--
phenomena;3199;5.86;16.073;--;2602;--;--
seal;3200;5.86;15.138;--;4642;--;3807
concentration;3201;5.85;15.573;--;1581;--;--
props;3202;5.85;14.141;--;--;--;4243
construct;3203;5.85;15.177;--;4280;--;--
amount;3204;5.84;12.993;2140;550;1159;4524
angeles;3205;5.84;15.566;2466;4196;674;--
appear;3206;5.84;0.8172;3489;665;1263;2738
arena;3207;5.84;10.174;--;--;3905;--
banking;3208;5.84;16.458;--;4549;1949;--
baseball;3209;5.84;17.304;2499;--;234;--
begun;3210;5.84;10.373;--;2395;2062;1443
being;3211;5.84;16.081;177;100;177;489
benz;3212;5.84;18.446;--;--;--;2001
blogs;3213;5.84;17.654;2218;--;--;--
buck;3214;5.84;17.769;--;--;--;1381
canadian;3215;5.84;18.556;2325;2984;934;--
